question_id,section,subtopic,difficulty_tag,exam_tags
Q05994,Quantitative Aptitude,Mixtures & Alligations,Easy,"SSC,CAT,General"
Q05995,Verbal Ability,Verbal Analogies,Medium,Banking
Q05996,Quantitative Aptitude,Progressions (AP/GP),Medium,"TCS NQT,Placements,General"
Q05997,Verbal Ability,Error Spotting,Hard,"SSC,TCS NQT"
Q05998,Verbal Ability,Odd One Out,Easy,"Placements,TCS NQT"
Q05999,Quantitative Aptitude,Averages,Easy,"SSC,CAT"
Q06000,Data Interpretation,Venn-based DI,Medium,"General,TCS NQT,Placements"
Q06001,Verbal Ability,Synonyms & Antonyms,Medium,CAT
Q06002,Data Interpretation,Mixed DI Sets,Medium,"Banking,Placements,General"
Q06003,Data Interpretation,Tables,Medium,"General,TCS NQT,SSC"
Q06004,Quantitative Aptitude,Simple Interest,Easy,Placements
Q06005,Quantitative Aptitude,Simple Interest,Medium,TCS NQT
Q06006,Verbal Ability,Odd One Out,Easy,CAT
Q06007,Verbal Ability,Error Spotting,Medium,CAT
Q06008,Quantitative Aptitude,Trigonometry,Hard,Banking
Q06009,Quantitative Aptitude,Algebra,Easy,"TCS NQT,SSC"
Q06010,Verbal Ability,Sentence Correction,Medium,"General,Banking"
Q06011,Logical Reasoning,Data Sufficiency,Easy,"Banking,TCS NQT"
Q06012,Logical Reasoning,Direction Sense,Medium,CAT
Q06013,Quantitative Aptitude,Ratio & Proportion,Easy,CAT
Q06014,Quantitative Aptitude,Mixtures & Alligations,Hard,"TCS NQT,Banking"
Q06015,Logical Reasoning,Clocks & Calendars,Medium,"CAT,Placements"
Q06016,Quantitative Aptitude,Pipes & Cisterns,Hard,"Placements,TCS NQT,CAT"
Q06017,Logical Reasoning,Blood Relations,Easy,General
Q06018,Verbal Ability,Fill in the Blanks,Easy,Placements
Q06019,Logical Reasoning,Puzzles,Medium,General
Q06020,Data Interpretation,Radar/Spider Charts,Medium,"Banking,SSC"
Q06021,Data Interpretation,Venn-based DI,Easy,"TCS NQT,Banking,Placements"
Q06022,Logical Reasoning,Venn Diagrams,Easy,"SSC,Banking,CAT"
Q06023,Quantitative Aptitude,Probability,Hard,"CAT,TCS NQT"
Q06024,Verbal Ability,Verbal Analogies,Medium,CAT
Q06025,Quantitative Aptitude,Averages,Medium,"SSC,TCS NQT,General"
Q06026,Quantitative Aptitude,"Time, Speed & Distance",Hard,"General,SSC"
Q06027,Verbal Ability,Para Summary,Easy,"Placements,CAT"
Q06028,Quantitative Aptitude,Profit & Loss,Medium,TCS NQT
Q06029,Logical Reasoning,Data Sufficiency,Medium,Placements
Q06030,Quantitative Aptitude,Mixtures & Alligations,Easy,Placements
Q06031,Quantitative Aptitude,Geometry,Medium,General
Q06032,Verbal Ability,Error Spotting,Medium,CAT
Q06033,Quantitative Aptitude,Ratio & Proportion,Medium,SSC
Q06034,Quantitative Aptitude,Mensuration,Medium,"Placements,SSC"
Q06035,Data Interpretation,Data Sufficiency (DI),Medium,General
Q06036,Quantitative Aptitude,Simple Interest,Medium,SSC
Q06037,Quantitative Aptitude,Ratio & Proportion,Easy,"Banking,TCS NQT,General"
Q06038,Logical Reasoning,Ranking & Order,Easy,"CAT,General,SSC"
Q06039,Quantitative Aptitude,Partnership,Hard,"Placements,TCS NQT,SSC"
Q06040,Logical Reasoning,Ranking & Order,Medium,"CAT,Placements,General"
Q06041,Quantitative Aptitude,Set Theory,Medium,"Banking,General,SSC"
Q06042,Logical Reasoning,Seating Arrangement,Medium,"SSC,Placements"
Q06043,Logical Reasoning,Syllogisms,Medium,"Placements,SSC"
Q06044,Logical Reasoning,Syllogisms,Medium,Placements
Q06045,Verbal Ability,Idioms & Phrases,Medium,"CAT,Placements"
Q06046,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,SSC,Banking"
Q06047,Data Interpretation,Data Sufficiency (DI),Medium,"Placements,Banking"
Q06048,Data Interpretation,Mixed DI Sets,Medium,"Placements,General,TCS NQT"
Q06049,Data Interpretation,Line Graphs,Easy,"Placements,TCS NQT,General"
Q06050,Data Interpretation,Bar Graphs,Medium,CAT
Q06051,Quantitative Aptitude,Compound Interest,Medium,"Banking,TCS NQT"
Q06052,Verbal Ability,Para Jumbles,Hard,Placements
Q06053,Data Interpretation,Bar Graphs,Easy,CAT
Q06054,Logical Reasoning,Statement & Assumption,Easy,SSC
Q06055,Verbal Ability,Para Summary,Medium,"Banking,CAT"
Q06056,Logical Reasoning,Puzzles,Medium,"Banking,General,SSC"
Q06057,Quantitative Aptitude,Number System,Medium,"Banking,Placements"
Q06058,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,SSC,General"
Q06059,Logical Reasoning,Statement & Assumption,Medium,"CAT,Placements,SSC"
Q06060,Data Interpretation,Mixed DI Sets,Medium,CAT
Q06061,Quantitative Aptitude,Profit & Loss,Medium,Placements
Q06062,Verbal Ability,Error Spotting,Hard,"TCS NQT,SSC,Banking"
Q06063,Verbal Ability,Synonyms & Antonyms,Easy,CAT
Q06064,Data Interpretation,Tables,Easy,"General,Placements"
Q06065,Logical Reasoning,Syllogisms,Medium,TCS NQT
Q06066,Verbal Ability,Critical Reasoning,Easy,"CAT,TCS NQT"
Q06067,Verbal Ability,Error Spotting,Medium,CAT
Q06068,Logical Reasoning,Cubes & Dice,Easy,"Placements,General,TCS NQT"
Q06069,Verbal Ability,Critical Reasoning,Hard,SSC
Q06070,Logical Reasoning,Syllogisms,Medium,"General,Banking"
Q06071,Data Interpretation,Caselets,Medium,"TCS NQT,Banking,CAT"
Q06072,Quantitative Aptitude,Trigonometry,Easy,"General,Banking,SSC"
Q06073,Data Interpretation,Caselets,Medium,"CAT,TCS NQT"
Q06074,Logical Reasoning,Coding-Decoding,Hard,"CAT,Banking"
Q06075,Quantitative Aptitude,Linear Equations,Easy,"TCS NQT,Placements,Banking"
Q06076,Quantitative Aptitude,Compound Interest,Hard,"Banking,Placements,SSC"
Q06077,Data Interpretation,Venn-based DI,Medium,Placements
Q06078,Verbal Ability,Synonyms & Antonyms,Easy,"TCS NQT,CAT"
Q06079,Quantitative Aptitude,Progressions (AP/GP),Easy,"SSC,Banking,TCS NQT"
Q06080,Quantitative Aptitude,Probability,Medium,"General,SSC"
Q06081,Quantitative Aptitude,Permutation & Combination,Medium,"General,Placements,TCS NQT"
Q06082,Quantitative Aptitude,Trigonometry,Hard,General
Q06083,Verbal Ability,Sentence Correction,Medium,"TCS NQT,CAT"
Q06084,Verbal Ability,Synonyms & Antonyms,Medium,Placements
Q06085,Verbal Ability,Para Jumbles,Easy,CAT
Q06086,Quantitative Aptitude,Simple Interest,Easy,"Banking,TCS NQT,CAT"
Q06087,Quantitative Aptitude,Ratio & Proportion,Medium,"SSC,TCS NQT,Banking"
Q06088,Data Interpretation,Bar Graphs,Medium,"CAT,Banking,General"
Q06089,Verbal Ability,Odd One Out,Easy,"General,CAT"
Q06090,Data Interpretation,Tables,Medium,"Placements,SSC,CAT"
Q06091,Logical Reasoning,Statement & Conclusion,Hard,"SSC,Placements,General"
Q06092,Quantitative Aptitude,Pipes & Cisterns,Medium,Banking
Q06093,Quantitative Aptitude,Simple Interest,Medium,Placements
Q06094,Quantitative Aptitude,Compound Interest,Easy,"Banking,SSC"
Q06095,Quantitative Aptitude,Ratio & Proportion,Easy,TCS NQT
Q06096,Quantitative Aptitude,Mensuration,Medium,Placements
Q06097,Data Interpretation,Bar Graphs,Medium,"SSC,Placements"
Q06098,Verbal Ability,Synonyms & Antonyms,Medium,Banking
Q06099,Quantitative Aptitude,Time & Work,Hard,"General,SSC"
Q06100,Data Interpretation,Caselets,Hard,"General,Banking,Placements"
Q06101,Quantitative Aptitude,"Time, Speed & Distance",Medium,"General,CAT,Placements"
Q06102,Quantitative Aptitude,"Time, Speed & Distance",Medium,"SSC,General"
Q06103,Data Interpretation,Radar/Spider Charts,Easy,SSC
Q06104,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,TCS NQT,SSC"
Q06105,Verbal Ability,Reading Comprehension,Easy,"Banking,CAT"
Q06106,Logical Reasoning,Coding-Decoding,Easy,SSC
Q06107,Quantitative Aptitude,Logarithms,Medium,"Banking,TCS NQT,SSC"
Q06108,Quantitative Aptitude,Profit & Loss,Easy,"SSC,Placements,Banking"
Q06109,Logical Reasoning,Analogy,Medium,"TCS NQT,Placements"
Q06110,Verbal Ability,Para Summary,Medium,"General,Placements"
Q06111,Quantitative Aptitude,Time & Work,Hard,"General,SSC,Banking"
Q06112,Logical Reasoning,Statement & Assumption,Medium,"Placements,Banking"
Q06113,Logical Reasoning,Analogy,Easy,"SSC,Placements"
Q06114,Quantitative Aptitude,Time & Work,Easy,"TCS NQT,Placements"
Q06115,Verbal Ability,Reading Comprehension,Easy,"CAT,Banking"
Q06116,Quantitative Aptitude,Linear Equations,Hard,"CAT,Placements,TCS NQT"
Q06117,Logical Reasoning,Blood Relations,Hard,"SSC,TCS NQT,Placements"
Q06118,Quantitative Aptitude,Compound Interest,Easy,"SSC,CAT,TCS NQT"
Q06119,Quantitative Aptitude,Algebra,Medium,"Placements,CAT"
Q06120,Verbal Ability,Synonyms & Antonyms,Easy,"SSC,General,Banking"
Q06121,Quantitative Aptitude,Ratio & Proportion,Hard,"Placements,Banking"
Q06122,Quantitative Aptitude,Surds & Indices,Hard,"Placements,Banking,General"
Q06123,Logical Reasoning,Clocks & Calendars,Medium,"Placements,CAT,Banking"
Q06124,Data Interpretation,Data Sufficiency (DI),Hard,SSC
Q06125,Quantitative Aptitude,Surds & Indices,Easy,"TCS NQT,General"
Q06126,Verbal Ability,Reading Comprehension,Easy,"General,TCS NQT,SSC"
Q06127,Quantitative Aptitude,Simple Interest,Medium,Placements
Q06128,Data Interpretation,Pie Charts,Easy,General
Q06129,Verbal Ability,Idioms & Phrases,Easy,CAT
Q06130,Quantitative Aptitude,Averages,Easy,"TCS NQT,Placements,General"
Q06131,Quantitative Aptitude,Profit & Loss,Hard,"CAT,Placements,TCS NQT"
Q06132,Quantitative Aptitude,Simple Interest,Easy,CAT
Q06133,Quantitative Aptitude,Linear Equations,Medium,"SSC,TCS NQT,CAT"
Q06134,Quantitative Aptitude,Partnership,Easy,"TCS NQT,Placements"
Q06135,Quantitative Aptitude,Geometry,Easy,"Banking,TCS NQT,General"
Q06136,Verbal Ability,Para Summary,Medium,"CAT,General"
Q06137,Quantitative Aptitude,Progressions (AP/GP),Hard,TCS NQT
Q06138,Data Interpretation,Mixed DI Sets,Easy,"TCS NQT,General"
Q06139,Quantitative Aptitude,Percentages,Medium,"SSC,General"
Q06140,Quantitative Aptitude,Compound Interest,Hard,"CAT,General,Banking"
Q06141,Quantitative Aptitude,Time & Work,Easy,"TCS NQT,Banking,General"
Q06142,Quantitative Aptitude,Set Theory,Medium,"Banking,Placements,SSC"
Q06143,Logical Reasoning,Venn Diagrams,Medium,"Banking,General,SSC"
Q06144,Data Interpretation,Data Sufficiency (DI),Medium,"SSC,CAT,Banking"
Q06145,Logical Reasoning,Direction Sense,Medium,SSC
Q06146,Data Interpretation,Line Graphs,Medium,TCS NQT
Q06147,Quantitative Aptitude,Compound Interest,Medium,"Banking,Placements,TCS NQT"
Q06148,Logical Reasoning,Seating Arrangement,Easy,Placements
Q06149,Logical Reasoning,Blood Relations,Medium,"General,CAT"
Q06150,Quantitative Aptitude,Percentages,Medium,"Placements,TCS NQT"
Q06151,Verbal Ability,Critical Reasoning,Medium,"Placements,CAT,SSC"
Q06152,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,General"
Q06153,Quantitative Aptitude,Partnership,Medium,CAT
Q06154,Verbal Ability,Odd One Out,Medium,"Banking,Placements,General"
Q06155,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,General,SSC"
Q06156,Logical Reasoning,Puzzles,Medium,"Placements,TCS NQT,General"
Q06157,Data Interpretation,Pie Charts,Easy,"TCS NQT,CAT,General"
Q06158,Verbal Ability,Sentence Correction,Easy,"Banking,General"
Q06159,Data Interpretation,Bar Graphs,Hard,"General,Placements,CAT"
Q06160,Data Interpretation,Bar Graphs,Hard,SSC
Q06161,Logical Reasoning,Series Completion,Medium,"Placements,TCS NQT,SSC"
Q06162,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Banking,Placements,CAT"
Q06163,Quantitative Aptitude,Number System,Medium,"General,CAT"
Q06164,Data Interpretation,Mixed DI Sets,Medium,SSC
Q06165,Verbal Ability,Sentence Correction,Easy,"Placements,TCS NQT,CAT"
Q06166,Quantitative Aptitude,Linear Equations,Medium,"General,Placements,Banking"
Q06167,Quantitative Aptitude,Logarithms,Easy,General
Q06168,Quantitative Aptitude,Progressions (AP/GP),Easy,"CAT,General,Banking"
Q06169,Quantitative Aptitude,Quadratic Equations,Easy,"General,Banking,Placements"
Q06170,Verbal Ability,Odd One Out,Easy,"Placements,General"
Q06171,Logical Reasoning,Coding-Decoding,Medium,"Placements,TCS NQT,Banking"
Q06172,Data Interpretation,Tables,Easy,Banking
Q06173,Logical Reasoning,Input-Output,Hard,"CAT,TCS NQT,SSC"
Q06174,Quantitative Aptitude,Set Theory,Easy,General
Q06175,Logical Reasoning,Ranking & Order,Medium,Banking
Q06176,Verbal Ability,Odd One Out,Hard,Placements
Q06177,Verbal Ability,Para Summary,Medium,"SSC,CAT,TCS NQT"
Q06178,Logical Reasoning,Seating Arrangement,Hard,Placements
Q06179,Logical Reasoning,Coding-Decoding,Hard,Placements
Q06180,Data Interpretation,Line Graphs,Easy,General
Q06181,Quantitative Aptitude,Probability,Easy,"General,Placements,SSC"
Q06182,Data Interpretation,Line Graphs,Hard,"General,TCS NQT"
Q06183,Logical Reasoning,Seating Arrangement,Easy,"Banking,SSC,CAT"
Q06184,Verbal Ability,Para Summary,Easy,"Banking,General"
Q06185,Quantitative Aptitude,Simple Interest,Medium,"CAT,Banking,SSC"
Q06186,Logical Reasoning,Coding-Decoding,Hard,General
Q06187,Logical Reasoning,Puzzles,Easy,"SSC,Placements,CAT"
Q06188,Logical Reasoning,Direction Sense,Easy,"TCS NQT,Banking"
Q06189,Data Interpretation,Data Sufficiency (DI),Easy,Banking
Q06190,Logical Reasoning,Puzzles,Easy,"TCS NQT,Banking"
Q06191,Quantitative Aptitude,Progressions (AP/GP),Easy,"General,Placements,SSC"
Q06192,Verbal Ability,Fill in the Blanks,Medium,"Banking,Placements,CAT"
Q06193,Verbal Ability,Error Spotting,Medium,"Placements,Banking,TCS NQT"
Q06194,Verbal Ability,Fill in the Blanks,Hard,"Banking,TCS NQT,General"
Q06195,Verbal Ability,Synonyms & Antonyms,Medium,"SSC,TCS NQT,CAT"
Q06196,Verbal Ability,Synonyms & Antonyms,Easy,"Banking,Placements"
Q06197,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,General,Placements"
Q06198,Quantitative Aptitude,Algebra,Medium,"Placements,TCS NQT"
Q06199,Data Interpretation,Caselets,Medium,"Banking,CAT,General"
Q06200,Logical Reasoning,Clocks & Calendars,Easy,TCS NQT
Q06201,Verbal Ability,Verbal Analogies,Medium,Banking
Q06202,Verbal Ability,Critical Reasoning,Easy,"Banking,Placements,General"
Q06203,Logical Reasoning,Input-Output,Medium,"SSC,CAT,Banking"
Q06204,Verbal Ability,Verbal Analogies,Hard,"Banking,General,CAT"
Q06205,Logical Reasoning,Blood Relations,Hard,"TCS NQT,Banking,SSC"
Q06206,Logical Reasoning,Analogy,Easy,"TCS NQT,SSC"
Q06207,Logical Reasoning,Clocks & Calendars,Hard,"SSC,CAT"
Q06208,Quantitative Aptitude,Permutation & Combination,Easy,TCS NQT
Q06209,Verbal Ability,Idioms & Phrases,Easy,"CAT,Banking"
Q06210,Verbal Ability,Odd One Out,Easy,SSC
Q06211,Quantitative Aptitude,Mensuration,Hard,"General,SSC,Placements"
Q06212,Logical Reasoning,Ranking & Order,Hard,"TCS NQT,General,CAT"
Q06213,Verbal Ability,Para Summary,Hard,"TCS NQT,General"
Q06214,Quantitative Aptitude,Number System,Easy,"SSC,General"
Q06215,Verbal Ability,Reading Comprehension,Medium,"Placements,TCS NQT,Banking"
Q06216,Verbal Ability,Reading Comprehension,Easy,"Placements,CAT"
Q06217,Verbal Ability,Reading Comprehension,Medium,Banking
Q06218,Logical Reasoning,Direction Sense,Hard,"CAT,Banking"
Q06219,Quantitative Aptitude,Quadratic Equations,Easy,"TCS NQT,General"
Q06220,Quantitative Aptitude,Percentages,Hard,TCS NQT
Q06221,Verbal Ability,Synonyms & Antonyms,Medium,"TCS NQT,SSC"
Q06222,Quantitative Aptitude,Linear Equations,Easy,"CAT,Placements,General"
Q06223,Quantitative Aptitude,Probability,Medium,"TCS NQT,General,Placements"
Q06224,Quantitative Aptitude,Surds & Indices,Medium,SSC
Q06225,Verbal Ability,Odd One Out,Medium,"General,TCS NQT"
Q06226,Verbal Ability,Idioms & Phrases,Easy,TCS NQT
Q06227,Logical Reasoning,Analogy,Hard,"General,CAT"
Q06228,Data Interpretation,Venn-based DI,Medium,"Banking,Placements"
Q06229,Logical Reasoning,Blood Relations,Easy,Banking
Q06230,Quantitative Aptitude,Linear Equations,Medium,CAT
Q06231,Quantitative Aptitude,Number System,Medium,CAT
Q06232,Logical Reasoning,Data Sufficiency,Easy,"Banking,General,CAT"
Q06233,Data Interpretation,Mixed DI Sets,Easy,"Placements,CAT,SSC"
Q06234,Data Interpretation,Data Sufficiency (DI),Medium,"CAT,TCS NQT"
Q06235,Quantitative Aptitude,Averages,Medium,"Placements,Banking,SSC"
Q06236,Verbal Ability,Para Summary,Medium,"TCS NQT,CAT"
Q06237,Logical Reasoning,Analogy,Medium,"CAT,General,Banking"
Q06238,Quantitative Aptitude,Time & Work,Hard,"General,CAT"
Q06239,Logical Reasoning,Blood Relations,Easy,General
Q06240,Verbal Ability,Sentence Correction,Easy,"SSC,CAT"
Q06241,Data Interpretation,Bar Graphs,Medium,SSC
Q06242,Quantitative Aptitude,Mixtures & Alligations,Medium,"SSC,Placements"
Q06243,Quantitative Aptitude,Logarithms,Medium,"CAT,Banking,TCS NQT"
Q06244,Verbal Ability,Critical Reasoning,Easy,"SSC,Banking,TCS NQT"
Q06245,Data Interpretation,Mixed DI Sets,Medium,SSC
Q06246,Data Interpretation,Bar Graphs,Medium,"Placements,General"
Q06247,Verbal Ability,Para Jumbles,Medium,"SSC,TCS NQT"
Q06248,Verbal Ability,Verbal Analogies,Medium,"Banking,Placements"
Q06249,Verbal Ability,Fill in the Blanks,Easy,"Placements,General"
Q06250,Logical Reasoning,Coding-Decoding,Hard,TCS NQT
Q06251,Logical Reasoning,Blood Relations,Medium,"Placements,General"
Q06252,Logical Reasoning,Clocks & Calendars,Easy,"CAT,SSC"
Q06253,Quantitative Aptitude,Trigonometry,Easy,"Banking,General"
Q06254,Logical Reasoning,Clocks & Calendars,Hard,"SSC,General,TCS NQT"
Q06255,Verbal Ability,Verbal Analogies,Medium,TCS NQT
Q06256,Quantitative Aptitude,Geometry,Easy,"Placements,CAT"
Q06257,Quantitative Aptitude,Ratio & Proportion,Easy,"Placements,SSC,CAT"
Q06258,Quantitative Aptitude,Trigonometry,Medium,Placements
Q06259,Quantitative Aptitude,Mixtures & Alligations,Easy,"General,SSC"
Q06260,Data Interpretation,Tables,Hard,Placements
Q06261,Verbal Ability,Error Spotting,Medium,"CAT,General,Placements"
Q06262,Quantitative Aptitude,Quadratic Equations,Medium,General
Q06263,Logical Reasoning,Coding-Decoding,Medium,CAT
Q06264,Logical Reasoning,Analogy,Easy,General
Q06265,Data Interpretation,Line Graphs,Easy,"Banking,General,Placements"
Q06266,Logical Reasoning,Input-Output,Easy,"TCS NQT,General"
Q06267,Logical Reasoning,Statement & Assumption,Easy,"SSC,TCS NQT,General"
Q06268,Logical Reasoning,Venn Diagrams,Medium,"SSC,Placements,TCS NQT"
Q06269,Quantitative Aptitude,Progressions (AP/GP),Easy,"SSC,Placements,General"
Q06270,Verbal Ability,Synonyms & Antonyms,Easy,"SSC,CAT,Banking"
Q06271,Quantitative Aptitude,Simple Interest,Medium,"SSC,Banking,General"
Q06272,Data Interpretation,Pie Charts,Easy,"CAT,General"
Q06273,Quantitative Aptitude,Algebra,Medium,TCS NQT
Q06274,Verbal Ability,Cloze Test,Easy,SSC
Q06275,Logical Reasoning,Clocks & Calendars,Medium,"CAT,SSC,Banking"
Q06276,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking"
Q06277,Verbal Ability,Sentence Correction,Easy,"General,Placements"
Q06278,Quantitative Aptitude,Linear Equations,Medium,SSC
Q06279,Data Interpretation,Radar/Spider Charts,Medium,"General,SSC,CAT"
Q06280,Quantitative Aptitude,Mensuration,Hard,SSC
Q06281,Data Interpretation,Caselets,Medium,"TCS NQT,Banking,Placements"
Q06282,Quantitative Aptitude,Averages,Medium,"TCS NQT,Placements"
Q06283,Verbal Ability,Reading Comprehension,Easy,"Placements,Banking"
Q06284,Quantitative Aptitude,Permutation & Combination,Medium,"CAT,Placements,TCS NQT"
Q06285,Logical Reasoning,Puzzles,Easy,"Placements,Banking,CAT"
Q06286,Quantitative Aptitude,Profit & Loss,Easy,"Placements,General,TCS NQT"
Q06287,Quantitative Aptitude,Geometry,Medium,TCS NQT
Q06288,Data Interpretation,Radar/Spider Charts,Easy,"TCS NQT,Placements,CAT"
Q06289,Logical Reasoning,Data Sufficiency,Medium,Banking
Q06290,Quantitative Aptitude,Probability,Medium,"Placements,CAT"
Q06291,Logical Reasoning,Clocks & Calendars,Medium,"Banking,Placements,SSC"
Q06292,Quantitative Aptitude,Surds & Indices,Easy,SSC
Q06293,Quantitative Aptitude,Time & Work,Easy,Banking
Q06294,Verbal Ability,Error Spotting,Medium,"Banking,SSC"
Q06295,Verbal Ability,Cloze Test,Easy,SSC
Q06296,Verbal Ability,Error Spotting,Easy,Banking
Q06297,Quantitative Aptitude,Permutation & Combination,Medium,CAT
Q06298,Verbal Ability,Idioms & Phrases,Medium,"CAT,SSC,Banking"
Q06299,Logical Reasoning,Analogy,Medium,SSC
Q06300,Quantitative Aptitude,Averages,Easy,"Banking,CAT"
Q06301,Logical Reasoning,Analogy,Hard,"General,Banking"
Q06302,Data Interpretation,Line Graphs,Medium,"Banking,TCS NQT,CAT"
Q06303,Logical Reasoning,Clocks & Calendars,Hard,Placements
Q06304,Quantitative Aptitude,Quadratic Equations,Easy,TCS NQT
Q06305,Logical Reasoning,Statement & Conclusion,Medium,"General,Banking"
Q06306,Data Interpretation,Caselets,Medium,"CAT,TCS NQT"
Q06307,Logical Reasoning,Blood Relations,Medium,"CAT,General,TCS NQT"
Q06308,Logical Reasoning,Venn Diagrams,Medium,"Placements,TCS NQT"
Q06309,Data Interpretation,Bar Graphs,Medium,"Placements,SSC,General"
Q06310,Quantitative Aptitude,Simple Interest,Hard,"CAT,TCS NQT,Banking"
Q06311,Logical Reasoning,Clocks & Calendars,Medium,"Placements,SSC"
Q06312,Verbal Ability,Para Summary,Medium,"General,TCS NQT"
Q06313,Logical Reasoning,Clocks & Calendars,Easy,"General,TCS NQT,Banking"
Q06314,Verbal Ability,Verbal Analogies,Medium,"Banking,Placements"
Q06315,Quantitative Aptitude,Probability,Medium,"Banking,SSC"
Q06316,Data Interpretation,Mixed DI Sets,Easy,"Placements,TCS NQT,CAT"
Q06317,Quantitative Aptitude,Progressions (AP/GP),Medium,Placements
Q06318,Quantitative Aptitude,Compound Interest,Easy,Banking
Q06319,Quantitative Aptitude,Pipes & Cisterns,Medium,"Banking,TCS NQT,CAT"
Q06320,Logical Reasoning,Direction Sense,Easy,"TCS NQT,General"
Q06321,Verbal Ability,Sentence Correction,Hard,"TCS NQT,Banking,CAT"
Q06322,Quantitative Aptitude,Mensuration,Easy,SSC
Q06323,Verbal Ability,Verbal Analogies,Medium,"SSC,General,TCS NQT"
Q06324,Data Interpretation,Pie Charts,Hard,"Placements,Banking"
Q06325,Data Interpretation,Radar/Spider Charts,Medium,TCS NQT
Q06326,Quantitative Aptitude,Quadratic Equations,Medium,"CAT,General,Placements"
Q06327,Logical Reasoning,Series Completion,Easy,"CAT,Placements,SSC"
Q06328,Logical Reasoning,Input-Output,Easy,"CAT,General,Placements"
Q06329,Logical Reasoning,Analogy,Easy,"CAT,SSC,TCS NQT"
Q06330,Logical Reasoning,Blood Relations,Medium,General
Q06331,Quantitative Aptitude,Logarithms,Medium,"General,TCS NQT,Placements"
Q06332,Verbal Ability,Para Jumbles,Medium,"Banking,TCS NQT"
Q06333,Quantitative Aptitude,Percentages,Hard,"SSC,Placements"
Q06334,Quantitative Aptitude,Probability,Medium,"Banking,TCS NQT"
Q06335,Data Interpretation,Tables,Medium,SSC
Q06336,Logical Reasoning,Seating Arrangement,Hard,"General,SSC,CAT"
Q06337,Verbal Ability,Error Spotting,Hard,"General,CAT"
Q06338,Logical Reasoning,Venn Diagrams,Hard,Placements
Q06339,Logical Reasoning,Ranking & Order,Easy,General
Q06340,Quantitative Aptitude,Pipes & Cisterns,Medium,CAT
Q06341,Quantitative Aptitude,Progressions (AP/GP),Medium,TCS NQT
Q06342,Verbal Ability,Para Jumbles,Easy,Placements
Q06343,Data Interpretation,Venn-based DI,Easy,TCS NQT
Q06344,Data Interpretation,Radar/Spider Charts,Medium,"Placements,SSC"
Q06345,Data Interpretation,Mixed DI Sets,Medium,Placements
Q06346,Quantitative Aptitude,Pipes & Cisterns,Medium,"CAT,TCS NQT"
Q06347,Logical Reasoning,Syllogisms,Easy,"TCS NQT,SSC,CAT"
Q06348,Data Interpretation,Venn-based DI,Medium,"CAT,General,SSC"
Q06349,Verbal Ability,Fill in the Blanks,Hard,Placements
Q06350,Logical Reasoning,Clocks & Calendars,Medium,General
Q06351,Data Interpretation,Radar/Spider Charts,Medium,Banking
Q06352,Logical Reasoning,Seating Arrangement,Easy,"General,TCS NQT"
Q06353,Logical Reasoning,Analogy,Hard,Banking
Q06354,Logical Reasoning,Ranking & Order,Easy,Banking
Q06355,Logical Reasoning,Seating Arrangement,Medium,General
Q06356,Data Interpretation,Mixed DI Sets,Hard,"General,TCS NQT,Banking"
Q06357,Verbal Ability,Verbal Analogies,Easy,Placements
Q06358,Verbal Ability,Fill in the Blanks,Hard,TCS NQT
Q06359,Logical Reasoning,Syllogisms,Medium,"CAT,SSC,TCS NQT"
Q06360,Data Interpretation,Data Sufficiency (DI),Easy,SSC
Q06361,Quantitative Aptitude,Set Theory,Medium,"Banking,Placements"
Q06362,Logical Reasoning,Seating Arrangement,Medium,"SSC,Banking,TCS NQT"
Q06363,Quantitative Aptitude,Ratio & Proportion,Hard,"Banking,TCS NQT,Placements"
Q06364,Verbal Ability,Fill in the Blanks,Medium,"CAT,General"
Q06365,Data Interpretation,Data Sufficiency (DI),Medium,"Placements,Banking"
Q06366,Logical Reasoning,Syllogisms,Hard,"Placements,TCS NQT,General"
Q06367,Quantitative Aptitude,Trigonometry,Easy,"Placements,Banking"
Q06368,Data Interpretation,Bar Graphs,Medium,TCS NQT
Q06369,Logical Reasoning,Input-Output,Hard,"Banking,General,CAT"
Q06370,Quantitative Aptitude,Algebra,Medium,SSC
Q06371,Quantitative Aptitude,Time & Work,Medium,"CAT,Banking,SSC"
Q06372,Logical Reasoning,Statement & Conclusion,Easy,General
Q06373,Data Interpretation,Data Sufficiency (DI),Easy,CAT
Q06374,Verbal Ability,Para Jumbles,Easy,"General,Banking,SSC"
Q06375,Data Interpretation,Tables,Easy,"TCS NQT,SSC"
Q06376,Data Interpretation,Data Sufficiency (DI),Medium,"CAT,SSC"
Q06377,Quantitative Aptitude,Simple Interest,Medium,Placements
Q06378,Verbal Ability,Cloze Test,Medium,"TCS NQT,CAT,Placements"
Q06379,Quantitative Aptitude,Trigonometry,Hard,CAT
Q06380,Logical Reasoning,Statement & Conclusion,Easy,Banking
