question_id,section,subtopic,difficulty_tag,exam_tags,_true_correct_prob
Q04727,Logical Reasoning,Blood Relations,Easy,Placements,0.823
Q04728,Data Interpretation,Caselets,Medium,General,0.604
Q04729,Verbal Ability,Critical Reasoning,Hard,"SSC,Banking,Placements",0.267
Q04730,Logical Reasoning,Input-Output,Easy,General,0.809
Q04731,Verbal Ability,Synonyms & Antonyms,Medium,"CAT,SSC",0.485
Q04732,Verbal Ability,Critical Reasoning,Medium,"General,TCS NQT,CAT",0.574
Q04733,Verbal Ability,Para Jumbles,Hard,CAT,0.365
Q04734,Logical Reasoning,Blood Relations,Easy,CAT,0.746
Q04735,Logical Reasoning,Statement & Conclusion,Medium,CAT,0.611
Q04736,Logical Reasoning,Cubes & Dice,Easy,"CAT,TCS NQT",0.778
Q04737,Quantitative Aptitude,Probability,Hard,"TCS NQT,CAT",0.303
Q04738,Logical Reasoning,Analogy,Hard,"TCS NQT,SSC,CAT",0.306
Q04739,Verbal Ability,Fill in the Blanks,Hard,SSC,0.27
Q04740,Logical Reasoning,Coding-Decoding,Easy,"Placements,TCS NQT",0.867
Q04741,Quantitative Aptitude,Averages,Medium,"CAT,TCS NQT,General",0.565
Q04742,Logical Reasoning,Seating Arrangement,Easy,Placements,0.827
Q04743,Quantitative Aptitude,Algebra,Medium,TCS NQT,0.665
Q04744,Quantitative Aptitude,Partnership,Hard,"Placements,Banking,SSC",0.262
Q04745,Logical Reasoning,Blood Relations,Hard,"Banking,General",0.246
Q04746,Verbal Ability,Para Jumbles,Medium,"Banking,Placements,TCS NQT",0.555
Q04747,Logical Reasoning,Series Completion,Medium,"General,Banking,CAT",0.563
Q04748,Data Interpretation,Tables,Easy,"Banking,TCS NQT,General",0.767
Q04749,Quantitative Aptitude,Quadratic Equations,Hard,"General,SSC",0.346
Q04750,Logical Reasoning,Series Completion,Medium,CAT,0.485
Q04751,Logical Reasoning,Cubes & Dice,Easy,CAT,0.841
Q04752,Verbal Ability,Verbal Analogies,Easy,"CAT,SSC",0.859
Q04753,Quantitative Aptitude,Set Theory,Hard,"Banking,CAT",0.203
Q04754,Quantitative Aptitude,Algebra,Easy,"CAT,Placements",0.796
Q04755,Quantitative Aptitude,Simple Interest,Hard,"TCS NQT,General,CAT",0.225
Q04756,Verbal Ability,Verbal Analogies,Easy,Banking,0.807
Q04757,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,SSC,CAT",0.699
Q04758,Quantitative Aptitude,Logarithms,Medium,General,0.558
Q04759,Data Interpretation,Mixed DI Sets,Medium,SSC,0.539
Q04760,Quantitative Aptitude,Probability,Medium,"SSC,CAT",0.563
Q04761,Logical Reasoning,Puzzles,Medium,SSC,0.583
Q04762,Data Interpretation,Line Graphs,Medium,"SSC,Banking,Placements",0.588
Q04763,Quantitative Aptitude,Averages,Medium,"Banking,CAT",0.533
Q04764,Quantitative Aptitude,Permutation & Combination,Medium,"CAT,Banking",0.519
Q04765,Quantitative Aptitude,Mixtures & Alligations,Easy,"SSC,Banking,CAT",0.856
Q04766,Verbal Ability,Reading Comprehension,Medium,"SSC,Placements",0.63
Q04767,Quantitative Aptitude,Partnership,Easy,Placements,0.761
Q04768,Quantitative Aptitude,Permutation & Combination,Hard,"TCS NQT,CAT,SSC",0.332
Q04769,Logical Reasoning,Puzzles,Hard,SSC,0.258
Q04770,Verbal Ability,Fill in the Blanks,Medium,"CAT,Placements",0.516
Q04771,Verbal Ability,Verbal Analogies,Medium,TCS NQT,0.632
Q04772,Quantitative Aptitude,Profit & Loss,Medium,CAT,0.572
Q04773,Data Interpretation,Caselets,Easy,"TCS NQT,General",0.891
Q04774,Data Interpretation,Pie Charts,Medium,"TCS NQT,General,SSC",0.571
Q04775,Logical Reasoning,Clocks & Calendars,Hard,Banking,0.331
Q04776,Logical Reasoning,Syllogisms,Easy,"Banking,CAT",0.841
Q04777,Verbal Ability,Cloze Test,Hard,"SSC,CAT",0.24
Q04778,Data Interpretation,Line Graphs,Medium,CAT,0.428
Q04779,Logical Reasoning,Blood Relations,Easy,Banking,0.756
Q04780,Verbal Ability,Reading Comprehension,Medium,"SSC,Banking",0.557
Q04781,Logical Reasoning,Puzzles,Medium,"Placements,TCS NQT",0.535
Q04782,Quantitative Aptitude,Probability,Hard,CAT,0.329
Q04783,Verbal Ability,Fill in the Blanks,Hard,Placements,0.281
Q04784,Quantitative Aptitude,Set Theory,Easy,"General,CAT,TCS NQT",0.784
Q04785,Verbal Ability,Odd One Out,Easy,General,0.754
Q04786,Logical Reasoning,Direction Sense,Hard,General,0.343
Q04787,Quantitative Aptitude,Surds & Indices,Medium,"Placements,Banking,CAT",0.518
Q04788,Logical Reasoning,Statement & Conclusion,Medium,"General,Placements,Banking",0.533
Q04789,Verbal Ability,Idioms & Phrases,Hard,CAT,0.275
Q04790,Verbal Ability,Para Summary,Easy,TCS NQT,0.802
Q04791,Verbal Ability,Cloze Test,Medium,"Placements,TCS NQT",0.576
Q04792,Data Interpretation,Caselets,Hard,"Placements,Banking",0.275
Q04793,Quantitative Aptitude,Progressions (AP/GP),Medium,"TCS NQT,SSC",0.537
Q04794,Verbal Ability,Critical Reasoning,Easy,TCS NQT,0.829
Q04795,Quantitative Aptitude,Simple Interest,Medium,"Banking,SSC,General",0.587
Q04796,Data Interpretation,Bar Graphs,Easy,Banking,0.833
Q04797,Quantitative Aptitude,Progressions (AP/GP),Hard,General,0.327
Q04798,Logical Reasoning,Statement & Conclusion,Easy,"Placements,TCS NQT,General",0.752
Q04799,Quantitative Aptitude,Set Theory,Medium,"CAT,Placements,TCS NQT",0.573
Q04800,Verbal Ability,Error Spotting,Medium,Placements,0.589
Q04801,Quantitative Aptitude,Ratio & Proportion,Easy,"CAT,General,Banking",0.78
Q04802,Quantitative Aptitude,Compound Interest,Medium,SSC,0.546
Q04803,Logical Reasoning,Puzzles,Easy,"CAT,Placements,General",0.861
Q04804,Quantitative Aptitude,Partnership,Hard,Banking,0.41
Q04805,Quantitative Aptitude,Simple Interest,Hard,"Placements,Banking",0.367
Q04806,Logical Reasoning,Direction Sense,Easy,General,0.761
Q04807,Verbal Ability,Cloze Test,Easy,SSC,0.889
Q04808,Logical Reasoning,Venn Diagrams,Easy,"Banking,TCS NQT",0.792
Q04809,Verbal Ability,Cloze Test,Medium,"Banking,Placements",0.54
Q04810,Logical Reasoning,Direction Sense,Medium,Banking,0.584
Q04811,Quantitative Aptitude,Linear Equations,Medium,General,0.508
Q04812,Logical Reasoning,Statement & Assumption,Medium,"Banking,SSC",0.457
Q04813,Data Interpretation,Data Sufficiency (DI),Medium,SSC,0.626
Q04814,Verbal Ability,Reading Comprehension,Easy,"Banking,Placements",0.792
Q04815,Quantitative Aptitude,Percentages,Easy,General,0.864
Q04816,Quantitative Aptitude,Mensuration,Medium,"SSC,Placements,Banking",0.541
Q04817,Data Interpretation,Pie Charts,Hard,"Placements,SSC",0.239
Q04818,Quantitative Aptitude,Averages,Easy,Banking,0.843
Q04819,Quantitative Aptitude,Number System,Easy,"TCS NQT,CAT",0.764
Q04820,Quantitative Aptitude,Progressions (AP/GP),Easy,"SSC,General",0.804
Q04821,Verbal Ability,Cloze Test,Medium,Banking,0.469
Q04822,Logical Reasoning,Series Completion,Easy,"SSC,Banking,TCS NQT",0.816
Q04823,Quantitative Aptitude,Averages,Hard,Banking,0.312
Q04824,Quantitative Aptitude,Ratio & Proportion,Hard,"Placements,CAT",0.334
Q04825,Quantitative Aptitude,Ratio & Proportion,Medium,"Banking,General,Placements",0.519
Q04826,Verbal Ability,Idioms & Phrases,Medium,"General,Placements,CAT",0.478
Q04827,Quantitative Aptitude,Averages,Easy,"SSC,TCS NQT,General",0.816
Q04828,Verbal Ability,Error Spotting,Medium,SSC,0.544
Q04829,Quantitative Aptitude,Surds & Indices,Hard,"SSC,Banking,CAT",0.279
Q04830,Logical Reasoning,Seating Arrangement,Hard,"CAT,Placements,SSC",0.275
Q04831,Quantitative Aptitude,Averages,Easy,General,0.71
Q04832,Logical Reasoning,Coding-Decoding,Medium,"Banking,TCS NQT,CAT",0.548
Q04833,Logical Reasoning,Direction Sense,Easy,SSC,0.813
Q04834,Data Interpretation,Venn-based DI,Easy,"TCS NQT,SSC",0.786
Q04835,Quantitative Aptitude,Number System,Easy,"Placements,General",0.876
Q04836,Logical Reasoning,Puzzles,Medium,"SSC,Banking,General",0.588
Q04837,Verbal Ability,Error Spotting,Hard,"TCS NQT,Placements",0.318
Q04838,Quantitative Aptitude,Set Theory,Easy,"General,TCS NQT",0.869
Q04839,Quantitative Aptitude,Progressions (AP/GP),Medium,"SSC,CAT,Banking",0.538
Q04840,Verbal Ability,Odd One Out,Easy,"Placements,General,SSC",0.793
Q04841,Logical Reasoning,Syllogisms,Easy,"SSC,Banking",0.815
Q04842,Data Interpretation,Tables,Medium,"SSC,Banking,Placements",0.618
Q04843,Data Interpretation,Data Sufficiency (DI),Hard,"CAT,General,TCS NQT",0.335
Q04844,Quantitative Aptitude,Progressions (AP/GP),Medium,Placements,0.556
Q04845,Quantitative Aptitude,Geometry,Medium,Placements,0.596
Q04846,Quantitative Aptitude,Mensuration,Medium,"TCS NQT,CAT",0.587
Q04847,Quantitative Aptitude,Simple Interest,Medium,"TCS NQT,Banking,Placements",0.512
Q04848,Data Interpretation,Tables,Medium,"Placements,General,SSC",0.501
Q04849,Quantitative Aptitude,Simple Interest,Medium,SSC,0.474
Q04850,Logical Reasoning,Blood Relations,Easy,"Banking,CAT,SSC",0.828
Q04851,Verbal Ability,Cloze Test,Hard,"Banking,Placements,CAT",0.282
Q04852,Quantitative Aptitude,Algebra,Easy,TCS NQT,0.842
Q04853,Verbal Ability,Para Jumbles,Medium,SSC,0.594
Q04854,Quantitative Aptitude,Logarithms,Easy,"General,Placements,CAT",0.796
Q04855,Quantitative Aptitude,Trigonometry,Easy,"SSC,TCS NQT,Placements",0.8
Q04856,Quantitative Aptitude,Surds & Indices,Easy,"General,CAT,Banking",0.774
Q04857,Verbal Ability,Sentence Correction,Easy,"SSC,CAT",0.746
Q04858,Logical Reasoning,Seating Arrangement,Hard,"TCS NQT,Placements,SSC",0.367
Q04859,Quantitative Aptitude,Number System,Medium,"General,SSC",0.564
Q04860,Quantitative Aptitude,Linear Equations,Medium,"TCS NQT,Placements",0.604
Q04861,Verbal Ability,Reading Comprehension,Hard,"CAT,TCS NQT,General",0.244
Q04862,Quantitative Aptitude,Surds & Indices,Easy,"Placements,General",0.763
Q04863,Quantitative Aptitude,Time & Work,Easy,General,0.767
Q04864,Data Interpretation,Bar Graphs,Medium,"Placements,General,TCS NQT",0.512
Q04865,Verbal Ability,Sentence Correction,Easy,SSC,0.784
Q04866,Quantitative Aptitude,Mensuration,Medium,General,0.608
Q04867,Verbal Ability,Odd One Out,Medium,TCS NQT,0.528
Q04868,Quantitative Aptitude,Compound Interest,Hard,CAT,0.225
Q04869,Quantitative Aptitude,Pipes & Cisterns,Hard,"Placements,SSC,TCS NQT",0.244
Q04870,Quantitative Aptitude,Surds & Indices,Easy,"Placements,CAT",0.727
Q04871,Data Interpretation,Line Graphs,Easy,"Banking,CAT",0.779
Q04872,Logical Reasoning,Coding-Decoding,Easy,"CAT,TCS NQT",0.796
Q04873,Quantitative Aptitude,Time & Work,Hard,"Banking,CAT,TCS NQT",0.216
Q04874,Logical Reasoning,Coding-Decoding,Easy,CAT,0.776
Q04875,Quantitative Aptitude,Compound Interest,Medium,"CAT,Banking",0.588
Q04876,Logical Reasoning,Statement & Assumption,Medium,"Placements,SSC,TCS NQT",0.494
Q04877,Data Interpretation,Radar/Spider Charts,Easy,TCS NQT,0.738
Q04878,Quantitative Aptitude,Probability,Hard,"TCS NQT,Placements,Banking",0.243
Q04879,Verbal Ability,Para Summary,Medium,TCS NQT,0.515
Q04880,Logical Reasoning,Cubes & Dice,Medium,"SSC,General",0.553
Q04881,Logical Reasoning,Series Completion,Easy,"CAT,Placements,Banking",0.742
Q04882,Logical Reasoning,Clocks & Calendars,Medium,"TCS NQT,Banking",0.62
Q04883,Logical Reasoning,Seating Arrangement,Medium,"CAT,Placements,General",0.551
Q04884,Verbal Ability,Sentence Correction,Hard,"General,TCS NQT,CAT",0.338
Q04885,Logical Reasoning,Analogy,Hard,"General,TCS NQT",0.282
Q04886,Verbal Ability,Error Spotting,Hard,"Placements,CAT,General",0.283
Q04887,Data Interpretation,Venn-based DI,Medium,Placements,0.447
Q04888,Data Interpretation,Tables,Easy,TCS NQT,0.816
Q04889,Verbal Ability,Verbal Analogies,Medium,"CAT,Placements,General",0.474
Q04890,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,CAT,SSC",0.628
Q04891,Data Interpretation,Caselets,Easy,"TCS NQT,Placements",0.884
Q04892,Verbal Ability,Synonyms & Antonyms,Hard,Banking,0.328
Q04893,Quantitative Aptitude,Trigonometry,Easy,Placements,0.776
Q04894,Data Interpretation,Tables,Easy,"General,CAT,Placements",0.799
Q04895,Logical Reasoning,Cubes & Dice,Easy,Banking,0.683
Q04896,Quantitative Aptitude,Pipes & Cisterns,Easy,"TCS NQT,CAT,SSC",0.821
Q04897,Logical Reasoning,Cubes & Dice,Hard,General,0.311
Q04898,Data Interpretation,Caselets,Medium,"CAT,General",0.478
Q04899,Data Interpretation,Bar Graphs,Hard,General,0.396
Q04900,Quantitative Aptitude,Partnership,Medium,General,0.545
Q04901,Verbal Ability,Reading Comprehension,Medium,SSC,0.602
Q04902,Quantitative Aptitude,Time & Work,Hard,"General,TCS NQT,CAT",0.343
Q04903,Logical Reasoning,Seating Arrangement,Easy,"Placements,Banking,CAT",0.788
Q04904,Verbal Ability,Odd One Out,Medium,"General,SSC,CAT",0.602
Q04905,Logical Reasoning,Blood Relations,Hard,"Placements,SSC,TCS NQT",0.21
Q04906,Quantitative Aptitude,Quadratic Equations,Hard,"CAT,TCS NQT,SSC",0.369
Q04907,Quantitative Aptitude,Mixtures & Alligations,Hard,"Placements,CAT",0.368
Q04908,Data Interpretation,Venn-based DI,Easy,TCS NQT,0.732
Q04909,Logical Reasoning,Analogy,Medium,"Banking,TCS NQT",0.558
Q04910,Verbal Ability,Para Jumbles,Medium,Placements,0.631
Q04911,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,CAT,SSC",0.53
Q04912,Logical Reasoning,Ranking & Order,Easy,"CAT,TCS NQT",0.797
Q04913,Quantitative Aptitude,Geometry,Easy,"CAT,General",0.807
Q04914,Quantitative Aptitude,Logarithms,Easy,CAT,0.784
Q04915,Quantitative Aptitude,Surds & Indices,Easy,"Placements,Banking",0.825
Q04916,Data Interpretation,Mixed DI Sets,Hard,"SSC,CAT,General",0.219
Q04917,Data Interpretation,Venn-based DI,Easy,"TCS NQT,Placements",0.784
Q04918,Verbal Ability,Para Summary,Easy,"TCS NQT,CAT",0.791
Q04919,Logical Reasoning,Statement & Assumption,Easy,"Placements,SSC",0.832
Q04920,Logical Reasoning,Statement & Assumption,Hard,"SSC,CAT",0.325
Q04921,Verbal Ability,Fill in the Blanks,Hard,"Placements,TCS NQT",0.334
Q04922,Verbal Ability,Para Summary,Medium,"CAT,TCS NQT,General",0.471
Q04923,Data Interpretation,Radar/Spider Charts,Hard,Banking,0.177
Q04924,Logical Reasoning,Series Completion,Hard,Banking,0.293
Q04925,Verbal Ability,Verbal Analogies,Easy,"TCS NQT,Banking,SSC",0.782
Q04926,Verbal Ability,Reading Comprehension,Easy,"General,TCS NQT,Placements",0.802
Q04927,Logical Reasoning,Direction Sense,Medium,CAT,0.481
Q04928,Quantitative Aptitude,Averages,Hard,CAT,0.274
Q04929,Verbal Ability,Para Summary,Hard,"TCS NQT,CAT",0.291
Q04930,Quantitative Aptitude,Probability,Easy,"General,CAT,SSC",0.825
Q04931,Verbal Ability,Cloze Test,Medium,"SSC,Placements,Banking",0.519
Q04932,Logical Reasoning,Analogy,Medium,TCS NQT,0.483
Q04933,Data Interpretation,Tables,Medium,"General,Placements",0.544
Q04934,Verbal Ability,Idioms & Phrases,Hard,"CAT,Banking,SSC",0.343
Q04935,Data Interpretation,Tables,Easy,General,0.794
Q04936,Logical Reasoning,Seating Arrangement,Medium,General,0.478
Q04937,Data Interpretation,Data Sufficiency (DI),Easy,"General,SSC,Placements",0.732
Q04938,Data Interpretation,Venn-based DI,Hard,"General,SSC,Banking",0.289
Q04939,Logical Reasoning,Clocks & Calendars,Easy,CAT,0.834
Q04940,Logical Reasoning,Statement & Assumption,Hard,"General,Placements",0.35
Q04941,Data Interpretation,Mixed DI Sets,Medium,"General,TCS NQT,Banking",0.462
Q04942,Logical Reasoning,Series Completion,Medium,SSC,0.579
Q04943,Quantitative Aptitude,Averages,Easy,Banking,0.762
Q04944,Logical Reasoning,Syllogisms,Medium,"SSC,Banking",0.519
Q04945,Verbal Ability,Synonyms & Antonyms,Medium,"SSC,General",0.61
Q04946,Logical Reasoning,Syllogisms,Hard,Banking,0.286
Q04947,Logical Reasoning,Statement & Assumption,Medium,"General,SSC,TCS NQT",0.557
Q04948,Data Interpretation,Venn-based DI,Hard,"Placements,SSC,General",0.279
Q04949,Data Interpretation,Bar Graphs,Easy,"CAT,Banking,TCS NQT",0.728
Q04950,Logical Reasoning,Clocks & Calendars,Easy,"SSC,General",0.91
Q04951,Data Interpretation,Venn-based DI,Hard,"TCS NQT,General,CAT",0.213
Q04952,Quantitative Aptitude,Ratio & Proportion,Medium,"CAT,SSC,Placements",0.53
Q04953,Quantitative Aptitude,Probability,Hard,"TCS NQT,General,Placements",0.358
Q04954,Logical Reasoning,Statement & Conclusion,Easy,"General,Placements",0.868
Q04955,Data Interpretation,Radar/Spider Charts,Medium,"General,CAT,SSC",0.551
Q04956,Verbal Ability,Reading Comprehension,Easy,"General,CAT",0.81
Q04957,Verbal Ability,Critical Reasoning,Medium,Placements,0.585
Q04958,Quantitative Aptitude,"Time, Speed & Distance",Hard,SSC,0.336
Q04959,Data Interpretation,Tables,Easy,"SSC,TCS NQT,General",0.792
Q04960,Verbal Ability,Error Spotting,Easy,Banking,0.816
Q04961,Data Interpretation,Tables,Easy,CAT,0.661
Q04962,Quantitative Aptitude,Profit & Loss,Medium,General,0.546
Q04963,Quantitative Aptitude,Logarithms,Medium,"TCS NQT,Banking",0.532
Q04964,Quantitative Aptitude,Pipes & Cisterns,Medium,TCS NQT,0.597
Q04965,Quantitative Aptitude,Percentages,Hard,"Placements,General,CAT",0.251
Q04966,Verbal Ability,Cloze Test,Medium,"Placements,Banking,General",0.599
Q04967,Quantitative Aptitude,Compound Interest,Hard,"General,SSC",0.384
Q04968,Logical Reasoning,Statement & Assumption,Medium,Banking,0.533
Q04969,Quantitative Aptitude,Percentages,Easy,"CAT,General,Banking",0.687
Q04970,Logical Reasoning,Venn Diagrams,Medium,"CAT,Banking",0.63
Q04971,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,General",0.752
Q04972,Quantitative Aptitude,Number System,Easy,Placements,0.712
Q04973,Quantitative Aptitude,"Time, Speed & Distance",Hard,CAT,0.281
Q04974,Quantitative Aptitude,Progressions (AP/GP),Medium,SSC,0.561
Q04975,Logical Reasoning,Input-Output,Medium,TCS NQT,0.559
Q04976,Quantitative Aptitude,Compound Interest,Medium,"TCS NQT,CAT,Placements",0.586
Q04977,Data Interpretation,Data Sufficiency (DI),Medium,"Banking,General",0.494
Q04978,Logical Reasoning,Statement & Conclusion,Medium,"SSC,TCS NQT,CAT",0.613
Q04979,Data Interpretation,Data Sufficiency (DI),Medium,TCS NQT,0.523
Q04980,Quantitative Aptitude,Surds & Indices,Medium,Banking,0.574
Q04981,Quantitative Aptitude,Linear Equations,Medium,"SSC,Placements,CAT",0.597
Q04982,Verbal Ability,Para Jumbles,Medium,"TCS NQT,CAT",0.516
Q04983,Quantitative Aptitude,Simple Interest,Medium,"General,TCS NQT,SSC",0.499
Q04984,Verbal Ability,Para Jumbles,Hard,"SSC,Placements,TCS NQT",0.27
Q04985,Quantitative Aptitude,Quadratic Equations,Easy,"Banking,SSC,CAT",0.814
Q04986,Logical Reasoning,Direction Sense,Medium,"Placements,General",0.541
Q04987,Logical Reasoning,Coding-Decoding,Medium,TCS NQT,0.471
Q04988,Verbal Ability,Verbal Analogies,Medium,"Placements,CAT,General",0.494
Q04989,Quantitative Aptitude,Mensuration,Easy,"SSC,General",0.742
Q04990,Verbal Ability,Para Summary,Hard,CAT,0.209
Q04991,Quantitative Aptitude,Averages,Easy,General,0.801
Q04992,Logical Reasoning,Clocks & Calendars,Medium,TCS NQT,0.48
Q04993,Quantitative Aptitude,Probability,Medium,"General,CAT",0.54
Q04994,Quantitative Aptitude,Linear Equations,Easy,"CAT,SSC,Placements",0.815
Q04995,Verbal Ability,Odd One Out,Hard,"Banking,General",0.325
Q04996,Verbal Ability,Error Spotting,Hard,TCS NQT,0.243
Q04997,Verbal Ability,Error Spotting,Hard,CAT,0.236
Q04998,Logical Reasoning,Direction Sense,Medium,"CAT,General",0.484
Q04999,Quantitative Aptitude,"Time, Speed & Distance",Medium,TCS NQT,0.591
Q05000,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Banking,General",0.592
Q05001,Logical Reasoning,Seating Arrangement,Easy,Banking,0.749
Q05002,Quantitative Aptitude,Compound Interest,Medium,"Banking,CAT,SSC",0.559
Q05003,Quantitative Aptitude,Pipes & Cisterns,Hard,CAT,0.318
Q05004,Quantitative Aptitude,Time & Work,Medium,SSC,0.551
Q05005,Quantitative Aptitude,Algebra,Hard,"CAT,Banking",0.233
Q05006,Data Interpretation,Venn-based DI,Medium,"Placements,Banking,CAT",0.511
Q05007,Quantitative Aptitude,Trigonometry,Medium,"Banking,General,Placements",0.488
Q05008,Logical Reasoning,Series Completion,Easy,"SSC,General,CAT",0.839
Q05009,Logical Reasoning,Puzzles,Medium,SSC,0.469
Q05010,Quantitative Aptitude,Probability,Easy,TCS NQT,0.712
Q05011,Quantitative Aptitude,Mensuration,Medium,SSC,0.582
Q05012,Quantitative Aptitude,Mixtures & Alligations,Medium,Banking,0.552
Q05013,Logical Reasoning,Direction Sense,Medium,"CAT,Placements",0.536
Q05014,Quantitative Aptitude,Ratio & Proportion,Medium,"SSC,TCS NQT,CAT",0.568
Q05015,Quantitative Aptitude,Percentages,Easy,General,0.758
Q05016,Verbal Ability,Fill in the Blanks,Easy,"General,CAT",0.746
Q05017,Logical Reasoning,Syllogisms,Medium,"SSC,TCS NQT,CAT",0.572
Q05018,Quantitative Aptitude,Mixtures & Alligations,Hard,"TCS NQT,Placements",0.298
Q05019,Logical Reasoning,Blood Relations,Medium,"Banking,SSC,Placements",0.476
Q05020,Data Interpretation,Data Sufficiency (DI),Hard,"General,TCS NQT,Banking",0.189
Q05021,Quantitative Aptitude,Logarithms,Easy,"Banking,SSC,General",0.847
Q05022,Quantitative Aptitude,Profit & Loss,Medium,"SSC,Placements,General",0.55
Q05023,Verbal Ability,Verbal Analogies,Medium,"General,TCS NQT",0.449
Q05024,Data Interpretation,Tables,Medium,SSC,0.616
Q05025,Verbal Ability,Verbal Analogies,Easy,SSC,0.741
Q05026,Quantitative Aptitude,Number System,Medium,"SSC,TCS NQT,Placements",0.592
Q05027,Logical Reasoning,Coding-Decoding,Medium,CAT,0.583
Q05028,Logical Reasoning,Coding-Decoding,Medium,SSC,0.474
Q05029,Quantitative Aptitude,Compound Interest,Medium,"Banking,TCS NQT",0.519
Q05030,Quantitative Aptitude,Probability,Medium,Banking,0.589
Q05031,Verbal Ability,Verbal Analogies,Medium,"CAT,TCS NQT,Banking",0.503
Q05032,Logical Reasoning,Direction Sense,Easy,"General,CAT",0.88
Q05033,Quantitative Aptitude,Mensuration,Medium,"CAT,Banking",0.563
Q05034,Data Interpretation,Line Graphs,Medium,"Placements,SSC,General",0.562
Q05035,Verbal Ability,Idioms & Phrases,Easy,"Placements,SSC,TCS NQT",0.857
Q05036,Quantitative Aptitude,Set Theory,Medium,TCS NQT,0.59
Q05037,Quantitative Aptitude,Compound Interest,Hard,"TCS NQT,CAT,SSC",0.326
Q05038,Quantitative Aptitude,Number System,Easy,"Banking,CAT",0.756
Q05039,Logical Reasoning,Direction Sense,Easy,"TCS NQT,General,Banking",0.755
Q05040,Quantitative Aptitude,Algebra,Medium,TCS NQT,0.59
Q05041,Quantitative Aptitude,Compound Interest,Medium,"TCS NQT,SSC",0.527
Q05042,Quantitative Aptitude,Probability,Easy,"Placements,Banking,SSC",0.823
Q05043,Logical Reasoning,Seating Arrangement,Medium,"Banking,TCS NQT,General",0.612
Q05044,Quantitative Aptitude,Linear Equations,Medium,"General,CAT",0.523
Q05045,Logical Reasoning,Series Completion,Medium,TCS NQT,0.551
Q05046,Data Interpretation,Radar/Spider Charts,Easy,"CAT,Placements",0.826
Q05047,Quantitative Aptitude,"Time, Speed & Distance",Easy,"SSC,TCS NQT,General",0.719
Q05048,Quantitative Aptitude,Simple Interest,Medium,"Placements,SSC",0.504
Q05049,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,General,SSC",0.832
Q05050,Quantitative Aptitude,Permutation & Combination,Medium,"General,CAT",0.533
Q05051,Verbal Ability,Reading Comprehension,Medium,Banking,0.517
Q05052,Logical Reasoning,Statement & Assumption,Medium,CAT,0.484
Q05053,Quantitative Aptitude,Surds & Indices,Easy,"Banking,TCS NQT,General",0.792
Q05054,Verbal Ability,Para Summary,Medium,CAT,0.601
Q05055,Data Interpretation,Pie Charts,Medium,"TCS NQT,Placements",0.59
Q05056,Verbal Ability,Para Jumbles,Easy,General,0.798
Q05057,Quantitative Aptitude,"Time, Speed & Distance",Medium,"SSC,CAT,TCS NQT",0.558
Q05058,Logical Reasoning,Seating Arrangement,Medium,"TCS NQT,CAT",0.612
Q05059,Logical Reasoning,Statement & Conclusion,Medium,SSC,0.585
Q05060,Quantitative Aptitude,Set Theory,Easy,"CAT,SSC,General",0.867
Q05061,Logical Reasoning,Cubes & Dice,Medium,"Placements,TCS NQT",0.483
Q05062,Verbal Ability,Sentence Correction,Hard,"Banking,General,Placements",0.376
Q05063,Quantitative Aptitude,Percentages,Medium,"SSC,Placements,General",0.564
Q05064,Verbal Ability,Critical Reasoning,Medium,Banking,0.629
Q05065,Data Interpretation,Radar/Spider Charts,Easy,"TCS NQT,SSC",0.755
Q05066,Quantitative Aptitude,Quadratic Equations,Medium,CAT,0.549
Q05067,Quantitative Aptitude,Partnership,Hard,"Placements,Banking",0.292
Q05068,Verbal Ability,Para Summary,Medium,"Placements,TCS NQT,General",0.571
Q05069,Verbal Ability,Fill in the Blanks,Medium,TCS NQT,0.553
Q05070,Data Interpretation,Pie Charts,Hard,"Banking,General,TCS NQT",0.384
Q05071,Logical Reasoning,Syllogisms,Medium,TCS NQT,0.5
Q05072,Data Interpretation,Pie Charts,Medium,"CAT,Banking",0.523
Q05073,Quantitative Aptitude,Permutation & Combination,Hard,"TCS NQT,SSC,CAT",0.335
Q05074,Quantitative Aptitude,"Time, Speed & Distance",Medium,Placements,0.573
Q05075,Verbal Ability,Odd One Out,Medium,CAT,0.601
Q05076,Logical Reasoning,Direction Sense,Hard,"SSC,Placements",0.327
Q05077,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Banking,CAT",0.794
Q05078,Logical Reasoning,Cubes & Dice,Hard,"CAT,Banking,General",0.279
Q05079,Verbal Ability,Sentence Correction,Medium,General,0.527
Q05080,Quantitative Aptitude,Simple Interest,Medium,TCS NQT,0.558
Q05081,Verbal Ability,Synonyms & Antonyms,Medium,Banking,0.628
Q05082,Verbal Ability,Para Jumbles,Hard,Banking,0.266
Q05083,Quantitative Aptitude,Ratio & Proportion,Medium,"General,SSC,Placements",0.556
Q05084,Quantitative Aptitude,Mensuration,Medium,"TCS NQT,General",0.479
Q05085,Quantitative Aptitude,Linear Equations,Easy,"CAT,Placements",0.707
